trace_id,time,station_id,lifecycle:transition,concept:name,org:resource,lifecycle
138-p138,2025-09-05T13:58:21.625030,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
138-p138,2025-09-05T13:58:24.952421,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
132-p132,2025-09-05T13:58:28.841775,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
137-p137,2025-09-05T13:58:29.021895,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
132-p132,2025-09-05T13:58:29.229248,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
129-p129,2025-09-05T13:58:29.242493,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
140-p140,2025-09-05T13:58:31.429532,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
129-p129,2025-09-05T13:58:31.751395,station71,assign,station71,station71_LOAD,station71_LOAD
132-p132,2025-09-05T13:58:32.238705,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
137-p137,2025-09-05T13:58:32.339403,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
134-p134,2025-09-05T13:58:33.163949,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
132-p132,2025-09-05T13:58:33.781410,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
136-p136,2025-09-05T13:58:34.185886,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
137-p137,2025-09-05T13:58:35.020405,station22,assign,station22,station22_LOAD,station22_LOAD
129-p129,2025-09-05T13:58:35.067499,station71,start,station71,station71_PROCESS,station71_PROCESS
133-p133,2025-09-05T13:58:36.048450,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
134-p134,2025-09-05T13:58:36.464719,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
135-p135,2025-09-05T13:58:36.772477,station31,assign,station31,station31_LOAD,station31_LOAD
132-p132,2025-09-05T13:58:37.098284,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
140-p140,2025-09-05T13:58:37.309408,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
133-p133,2025-09-05T13:58:37.864663,station41,assign,station41,station41_LOAD,station41_LOAD
137-p137,2025-09-05T13:58:38.431712,station22,start,station22,station22_PROCESS,station22_PROCESS
134-p134,2025-09-05T13:58:39.255998,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
121-p121,2025-09-05T13:58:39.477083,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
135-p135,2025-09-05T13:58:40.111210,station31,start,station31,station31_PROCESS,station31_PROCESS
121-p121,2025-09-05T13:58:40.367215,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
140-p140,2025-09-05T13:58:40.624543,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
133-p133,2025-09-05T13:58:41.303248,station41,start,station41,station41_PROCESS,station41_PROCESS
139-p139,2025-09-05T13:58:41.469146,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
134-p134,2025-09-05T13:58:42.583660,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
121-p121,2025-09-05T13:58:42.785558,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
129-p129,2025-09-05T13:58:42.926964,corner1,start,corner1,corner1_RETURN,corner1_RETURN
140-p140,2025-09-05T13:58:43.403942,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
129-p129,2025-09-05T13:58:43.642606,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
139-p139,2025-09-05T13:58:44.792037,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
129-p129,2025-09-05T13:58:44.824675,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
140-p140,2025-09-05T13:58:46.740439,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
139-p139,2025-09-05T13:58:47.557786,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
138-p138,2025-09-05T13:58:48.048950,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
133-p133,2025-09-05T13:58:49.132634,station51,assign,station51,station51_LOAD,station51_LOAD
133-p133,2025-09-05T13:58:49.654695,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
121-p121,2025-09-05T13:58:50.084690,station61,assign,station61,station61_LOAD,station61_LOAD
128-p128,2025-09-05T13:58:50.499694,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
139-p139,2025-09-05T13:58:50.900449,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
138-p138,2025-09-05T13:58:51.348994,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
133-p133,2025-09-05T13:58:52.500714,station51,start,station51,station51_PROCESS,station51_PROCESS
138-p138,2025-09-05T13:58:53.125539,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
121-p121,2025-09-05T13:58:53.509776,station61,start,station61,station61_PROCESS,station61_PROCESS
129-p129,2025-09-05T13:58:53.717181,splitter5,complete,splitter5,splitter5_FINISH,splitter5_FINISH
128-p128,2025-09-05T13:58:53.893551,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
128-p128,2025-09-05T13:58:55.512018,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
138-p138,2025-09-05T13:58:56.442798,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
135-p135,2025-09-05T13:58:56.474780,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
136-p136,2025-09-05T13:58:57.225150,station31,assign,station31,station31_LOAD,station31_LOAD
141-p141,2025-09-05T13:58:58.250241,corner2,start,corner2,corner2_START,corner2_START
135-p135,2025-09-05T13:58:58.801384,station41,assign,station41,station41_LOAD,station41_LOAD
128-p128,2025-09-05T13:58:58.918122,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
128-p128,2025-09-05T13:59:00.370241,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
141-p141,2025-09-05T13:59:00.486222,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
136-p136,2025-09-05T13:59:00.508654,station31,start,station31,station31_PROCESS,station31_PROCESS
135-p135,2025-09-05T13:59:02.193926,station41,start,station41,station41_PROCESS,station41_PROCESS
132-p132,2025-09-05T13:59:03.303023,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
128-p128,2025-09-05T13:59:03.671409,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
141-p141,2025-09-05T13:59:05.727745,station11,assign,station11,station11_LOAD,station11_LOAD
131-p131,2025-09-05T13:59:06.230439,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
131-p131,2025-09-05T13:59:06.261640,station21,complete,station21,station21_TRANSFER,station21_TRANSFER
132-p132,2025-09-05T13:59:06.711762,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
134-p134,2025-09-05T13:59:07.083613,station21,assign,station21,station21_LOAD,station21_LOAD
132-p132,2025-09-05T13:59:08.215168,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
141-p141,2025-09-05T13:59:09.112989,station11,start,station11,station11_PROCESS,station11_PROCESS
131-p131,2025-09-05T13:59:09.563657,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
134-p134,2025-09-05T13:59:10.524595,station21,start,station21,station21_PROCESS,station21_PROCESS
140-p140,2025-09-05T13:59:11.359526,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
132-p132,2025-09-05T13:59:11.606845,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
132-p132,2025-09-05T13:59:13.075230,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
135-p135,2025-09-05T13:59:13.824400,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
140-p140,2025-09-05T13:59:14.700639,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
139-p139,2025-09-05T13:59:15.535281,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
132-p132,2025-09-05T13:59:16.379381,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
140-p140,2025-09-05T13:59:16.420127,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
136-p136,2025-09-05T13:59:16.979511,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
131-p131,2025-09-05T13:59:17.715675,station31,assign,station31,station31_LOAD,station31_LOAD
139-p139,2025-09-05T13:59:18.864617,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
136-p136,2025-09-05T13:59:19.137767,station41,assign,station41,station41_LOAD,station41_LOAD
121-p121,2025-09-05T13:59:19.212503,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
133-p133,2025-09-05T13:59:19.650871,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
138-p138,2025-09-05T13:59:19.695026,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
140-p140,2025-09-05T13:59:19.731009,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
133-p133,2025-09-05T13:59:20.367439,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
131-p131,2025-09-05T13:59:21.025163,station31,start,station31,station31_PROCESS,station31_PROCESS
135-p135,2025-09-05T13:59:21.188618,station51,assign,station51,station51_LOAD,station51_LOAD
121-p121,2025-09-05T13:59:21.966547,station71,assign,station71,station71_LOAD,station71_LOAD
136-p136,2025-09-05T13:59:22.534044,station41,start,station41,station41_PROCESS,station41_PROCESS
133-p133,2025-09-05T13:59:22.950495,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
138-p138,2025-09-05T13:59:23.025118,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
135-p135,2025-09-05T13:59:24.592422,station51,start,station51,station51_PROCESS,station51_PROCESS
141-p141,2025-09-05T13:59:24.992030,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
121-p121,2025-09-05T13:59:25.282730,station71,start,station71,station71_PROCESS,station71_PROCESS
137-p137,2025-09-05T13:59:26.515179,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
139-p139,2025-09-05T13:59:27.353387,station22,assign,station22,station22_LOAD,station22_LOAD
141-p141,2025-09-05T13:59:27.950522,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
136-p136,2025-09-05T13:59:30.265877,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
139-p139,2025-09-05T13:59:30.725914,station22,start,station22,station22_PROCESS,station22_PROCESS
136-p136,2025-09-05T13:59:31.008314,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
141-p141,2025-09-05T13:59:31.262858,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
138-p138,2025-09-05T13:59:31.556985,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
128-p128,2025-09-05T13:59:31.829091,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
121-p121,2025-09-05T13:59:32.492041,corner1,start,corner1,corner1_RETURN,corner1_RETURN
121-p121,2025-09-05T13:59:33.310479,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
136-p136,2025-09-05T13:59:33.667732,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
121-p121,2025-09-05T13:59:34.388237,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
138-p138,2025-09-05T13:59:34.905847,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
136-p136,2025-09-05T13:59:35.186011,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
128-p128,2025-09-05T13:59:35.240907,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
141-p141,2025-09-05T13:59:35.736903,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
142-p142,2025-09-05T13:59:36.771903,corner2,start,corner2,corner2_START,corner2_START
128-p128,2025-09-05T13:59:36.805307,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
131-p131,2025-09-05T13:59:37.628643,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
137-p137,2025-09-05T13:59:38.352729,station31,assign,station31,station31_LOAD,station31_LOAD
136-p136,2025-09-05T13:59:38.497345,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
142-p142,2025-09-05T13:59:38.997029,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
141-p141,2025-09-05T13:59:39.076949,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
131-p131,2025-09-05T13:59:39.524591,station41,assign,station41,station41_LOAD,station41_LOAD
128-p128,2025-09-05T13:59:40.216320,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
137-p137,2025-09-05T13:59:41.756099,station31,start,station31,station31_PROCESS,station31_PROCESS
128-p128,2025-09-05T13:59:41.777665,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
131-p131,2025-09-05T13:59:42.864416,station41,start,station41,station41_PROCESS,station41_PROCESS
140-p140,2025-09-05T13:59:42.985462,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
121-p121,2025-09-05T13:59:43.358461,splitter5,complete,splitter5,splitter5_FINISH,splitter5_FINISH
132-p132,2025-09-05T13:59:43.668323,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
142-p142,2025-09-05T13:59:44.189366,station11,assign,station11,station11_LOAD,station11_LOAD
128-p128,2025-09-05T13:59:45.089154,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
140-p140,2025-09-05T13:59:46.288909,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
132-p132,2025-09-05T13:59:47.081862,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
142-p142,2025-09-05T13:59:47.626092,station11,start,station11,station11_PROCESS,station11_PROCESS
140-p140,2025-09-05T13:59:47.954288,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
140-p140,2025-09-05T13:59:51.285108,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
135-p135,2025-09-05T13:59:51.809122,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
135-p135,2025-09-05T13:59:52.685599,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
132-p132,2025-09-05T13:59:53.496327,station51,assign,station51,station51_LOAD,station51_LOAD
131-p131,2025-09-05T13:59:54.319843,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
135-p135,2025-09-05T13:59:55.124947,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
133-p133,2025-09-05T13:59:55.151393,station41,assign,station41,station41_LOAD,station41_LOAD
134-p134,2025-09-05T13:59:55.303746,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
134-p134,2025-09-05T13:59:55.672799,station21,complete,station21,station21_TRANSFER,station21_TRANSFER
132-p132,2025-09-05T13:59:56.933498,station51,start,station51,station51_PROCESS,station51_PROCESS
131-p131,2025-09-05T13:59:57.768064,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
138-p138,2025-09-05T13:59:58.044725,station21,assign,station21,station21_LOAD,station21_LOAD
134-p134,2025-09-05T13:59:58.603932,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
133-p133,2025-09-05T13:59:58.632423,station41,start,station41,station41_PROCESS,station41_PROCESS
131-p131,2025-09-05T14:00:01.151351,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
138-p138,2025-09-05T14:00:01.473316,station21,start,station21,station21_PROCESS,station21_PROCESS
131-p131,2025-09-05T14:00:02.736495,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
142-p142,2025-09-05T14:00:03.876047,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
131-p131,2025-09-05T14:00:06.054244,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
133-p133,2025-09-05T14:00:06.467349,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
142-p142,2025-09-05T14:00:06.780213,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
133-p133,2025-09-05T14:00:06.985746,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
136-p136,2025-09-05T14:00:07.826724,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
133-p133,2025-09-05T14:00:09.869436,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
142-p142,2025-09-05T14:00:10.121812,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
136-p136,2025-09-05T14:00:11.230979,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
133-p133,2025-09-05T14:00:11.360023,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
136-p136,2025-09-05T14:00:12.738918,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
140-p140,2025-09-05T14:00:14.155761,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
133-p133,2025-09-05T14:00:14.681343,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
128-p128,2025-09-05T14:00:15.134142,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
139-p139,2025-09-05T14:00:15.523299,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
136-p136,2025-09-05T14:00:16.125663,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
142-p142,2025-09-05T14:00:16.320632,station22,assign,station22,station22_LOAD,station22_LOAD
140-p140,2025-09-05T14:00:17.460972,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
136-p136,2025-09-05T14:00:17.533951,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
128-p128,2025-09-05T14:00:18.540762,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
142-p142,2025-09-05T14:00:19.685623,station22,start,station22,station22_PROCESS,station22_PROCESS
140-p140,2025-09-05T14:00:20.530123,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
136-p136,2025-09-05T14:00:20.839749,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
135-p135,2025-09-05T14:00:21.681815,station41,assign,station41,station41_LOAD,station41_LOAD
140-p140,2025-09-05T14:00:23.865463,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
132-p132,2025-09-05T14:00:25.086951,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
135-p135,2025-09-05T14:00:25.113103,station41,start,station41,station41_PROCESS,station41_PROCESS
128-p128,2025-09-05T14:00:25.926190,station51,assign,station51,station51_LOAD,station51_LOAD
143-p143,2025-09-05T14:00:27.180723,corner2,start,corner2,corner2_START,corner2_START
130-p130,2025-09-05T14:00:27.659643,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
132-p132,2025-09-05T14:00:28.493383,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
128-p128,2025-09-05T14:00:29.348030,station51,start,station51,station51_PROCESS,station51_PROCESS
143-p143,2025-09-05T14:00:29.424922,corner2,complete,corner2,corner2_TRANSFER,corner2_TRANSFER
132-p132,2025-09-05T14:00:31.811641,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
135-p135,2025-09-05T14:00:32.869745,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
130-p130,2025-09-05T14:00:33.166745,station61,assign,station61,station61_LOAD,station61_LOAD
135-p135,2025-09-05T14:00:33.702003,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
131-p131,2025-09-05T14:00:34.540793,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
143-p143,2025-09-05T14:00:34.570304,station11,assign,station11,station11_LOAD,station11_LOAD
135-p135,2025-09-05T14:00:36.270019,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
130-p130,2025-09-05T14:00:36.549850,station61,start,station61,station61_PROCESS,station61_PROCESS
135-p135,2025-09-05T14:00:37.758565,station52,assign,station52,station52_LOAD,station52_LOAD
131-p131,2025-09-05T14:00:37.942588,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
143-p143,2025-09-05T14:00:38.070901,station11,start,station11,station11_PROCESS,station11_PROCESS
131-p131,2025-09-05T14:00:39.525293,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
133-p133,2025-09-05T14:00:41.056535,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
135-p135,2025-09-05T14:00:41.221551,station52,start,station52,station52_PROCESS,station52_PROCESS
131-p131,2025-09-05T14:00:42.939803,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
133-p133,2025-09-05T14:00:44.459148,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
131-p131,2025-09-05T14:00:44.482395,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
133-p133,2025-09-05T14:00:46.080704,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
138-p138,2025-09-05T14:00:46.357087,station21,complete,station21,station21_TRANSFER,station21_TRANSFER
138-p138,2025-09-05T14:00:46.576615,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
140-p140,2025-09-05T14:00:47.177781,station21,assign,station21,station21_LOAD,station21_LOAD
136-p136,2025-09-05T14:00:47.232121,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
131-p131,2025-09-05T14:00:47.882930,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
133-p133,2025-09-05T14:00:49.467215,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
138-p138,2025-09-05T14:00:49.903049,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
140-p140,2025-09-05T14:00:50.590040,station21,start,station21,station21_PROCESS,station21_PROCESS
136-p136,2025-09-05T14:00:50.644289,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
133-p133,2025-09-05T14:00:51.020102,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
143-p143,2025-09-05T14:00:54.306450,station11,complete,station11,station11_TRANSFER,station11_TRANSFER
133-p133,2025-09-05T14:00:54.351124,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
128-p128,2025-09-05T14:00:56.475872,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
143-p143,2025-09-05T14:00:57.289172,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
128-p128,2025-09-05T14:00:57.365602,station51,complete,station51,station51_TRANSFER,station51_TRANSFER
132-p132,2025-09-05T14:00:57.871415,station41,assign,station41,station41_LOAD,station41_LOAD
136-p136,2025-09-05T14:00:58.196049,station51,assign,station51,station51_LOAD,station51_LOAD
128-p128,2025-09-05T14:00:59.778217,station52_pass,complete,station52_pass,station52_pass_TRANSFER,station52_pass_TRANSFER
143-p143,2025-09-05T14:01:00.640414,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
132-p132,2025-09-05T14:01:01.315067,station41,start,station41,station41_PROCESS,station41_PROCESS
136-p136,2025-09-05T14:01:01.627445,station51,start,station51,station51_PROCESS,station51_PROCESS
130-p130,2025-09-05T14:01:02.378056,station61,complete,station61,station61_TRANSFER,station61_TRANSFER
142-p142,2025-09-05T14:01:04.596317,station22,complete,station22,station22_TRANSFER,station22_TRANSFER
130-p130,2025-09-05T14:01:04.894409,station71,assign,station71,station71_LOAD,station71_LOAD
143-p143,2025-09-05T14:01:05.437791,station22,assign,station22,station22_LOAD,station22_LOAD
128-p128,2025-09-05T14:01:07.084804,station61,assign,station61,station61_LOAD,station61_LOAD
130-p130,2025-09-05T14:01:08.191037,station71,start,station71,station71_PROCESS,station71_PROCESS
135-p135,2025-09-05T14:01:08.253322,station52,complete,station52,station52_TRANSFER,station52_TRANSFER
143-p143,2025-09-05T14:01:08.818258,station22,start,station22,station22_PROCESS,station22_PROCESS
132-p132,2025-09-05T14:01:09.235322,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
132-p132,2025-09-05T14:01:09.673128,station41,complete,station41,station41_TRANSFER,station41_TRANSFER
128-p128,2025-09-05T14:01:10.471350,station61,start,station61,station61_PROCESS,station61_PROCESS
132-p132,2025-09-05T14:01:12.657174,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
138-p138,2025-09-05T14:01:13.124066,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
137-p137,2025-09-05T14:01:13.250840,station31,complete,station31,station31_TRANSFER,station31_TRANSFER
141-p141,2025-09-05T14:01:14.094927,station31_pass,start,station31_pass,station31_pass_PASS,station31_pass_PASS
131-p131,2025-09-05T14:01:14.110349,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
132-p132,2025-09-05T14:01:14.332539,station52,assign,station52,station52_LOAD,station52_LOAD
138-p138,2025-09-05T14:01:16.418497,station21_pass,complete,station21_pass,station21_pass_TRANSFER,station21_pass_TRANSFER
130-p130,2025-09-05T14:01:16.944055,corner1,start,corner1,corner1_RETURN,corner1_RETURN
130-p130,2025-09-05T14:01:17.409401,station71,complete,station71,station71_TRANSFER,station71_TRANSFER
141-p141,2025-09-05T14:01:17.451310,station31_pass,complete,station31_pass,station31_pass_TRANSFER,station31_pass_TRANSFER
131-p131,2025-09-05T14:01:17.527374,station41_pass,complete,station41_pass,station41_pass_TRANSFER,station41_pass_TRANSFER
132-p132,2025-09-05T14:01:17.846931,station52,start,station52,station52_PROCESS,station52_PROCESS
138-p138,2025-09-05T14:01:18.098962,station22_pass,start,station22_pass,station22_pass_PASS,station22_pass_PASS
134-p134,2025-09-05T14:01:18.208453,station31,assign,station31,station31_LOAD,station31_LOAD
137-p137,2025-09-05T14:01:18.366108,station41,assign,station41,station41_LOAD,station41_LOAD
130-p130,2025-09-05T14:01:18.836823,corner1,complete,corner1,corner1_TRANSFER,corner1_TRANSFER
131-p131,2025-09-05T14:01:19.122671,station51_pass,start,station51_pass,station51_pass_PASS,station51_pass_PASS
138-p138,2025-09-05T14:01:21.434324,station22_pass,complete,station22_pass,station22_pass_TRANSFER,station22_pass_TRANSFER
134-p134,2025-09-05T14:01:21.506339,station31,start,station31,station31_PROCESS,station31_PROCESS
137-p137,2025-09-05T14:01:21.764496,station41,start,station41,station41_PROCESS,station41_PROCESS
131-p131,2025-09-05T14:01:22.562432,station51_pass,complete,station51_pass,station51_pass_TRANSFER,station51_pass_TRANSFER
133-p133,2025-09-05T14:01:22.615927,station41_pass,start,station41_pass,station41_pass_PASS,station41_pass_PASS
131-p131,2025-09-05T14:01:24.042435,station52_pass,start,station52_pass,station52_pass_PASS,station52_pass_PASS
142-p142,2025-09-05T14:01:25.715322,station21_pass,start,station21_pass,station21_pass_PASS,station21_pass_PASS
